applicant_id,age,income,employment_length_years,credit_score,dti,utilization,num_delinquencies_12m,recent_bankruptcy,loan_amount,term_months,interest_rate,channel,product_type,default_12m
17995,54,61283.32,3,632.0,0.242,0.402,0,0,18646.45,60,7.42,Online,Personal Loan,0
17996,68,62420.87,6,819.0,0.145,0.407,0,0,10519.91,36,5.0,Online,Auto Refi,0
17997,39,81809.16,23,732.0,0.381,0.0,0,0,12331.84,36,5.0,Online,Auto Refi,0
17998,28,40953.29,19,747.0,0.29,0.192,1,0,2775.7,36,5.0,Branch,Personal Loan,1
17999,67,61303.05,24,729.0,0.349,0.098,0,0,20242.49,60,5.0,Online,Personal Loan,0
18000,30,51582.75,5,717.0,0.343,0.354,0,0,8681.15,60,5.0,Branch,Personal Loan,0
18001,25,76027.13,23,713.0,0.338,0.237,0,0,28591.09,60,5.0,Partner,Auto Refi,0
18002,68,65342.28,24,720.0,0.27,0.103,1,0,18369.85,60,5.0,Online,Debt Consolidation,0
18003,46,71862.23,16,692.0,0.429,0.245,0,0,4541.12,36,5.0,Branch,Personal Loan,0
18004,42,89641.59,13,637.0,0.218,0.407,0,0,16071.42,36,6.63,Branch,Debt Consolidation,0
18005,64,68964.85,4,597.0,0.352,0.98,1,0,15526.14,60,24.62,Partner,Debt Consolidation,1
18006,43,86923.67,14,710.0,0.367,0.421,0,0,10295.61,60,5.0,Branch,Personal Loan,0
18007,33,38801.59,22,770.0,0.297,0.375,0,0,17523.49,60,5.0,Online,Personal Loan,0
18008,29,35806.56,9,671.0,0.415,0.171,0,0,13453.85,36,5.0,Branch,Debt Consolidation,0
18009,69,91482.84,1,691.0,0.264,0.231,0,0,17181.57,36,5.0,Online,Debt Consolidation,0
18010,40,70602.42,11,588.0,0.596,0.623,0,0,37712.43,60,22.14,Partner,Debt Consolidation,1
18011,48,76921.52,10,648.0,0.348,0.734,2,0,27605.6,60,20.84,Branch,Auto Refi,1
18012,64,88389.45,6,594.0,0.469,0.265,0,0,13309.12,36,14.42,Partner,Personal Loan,0
18013,57,49854.64,6,599.0,0.427,0.483,0,0,15540.06,60,15.51,Branch,Personal Loan,1
18014,44,52683.59,18,687.0,0.491,0.961,0,0,12196.75,36,12.2,Online,Personal Loan,0
18015,64,81419.28,24,676.0,0.331,0.828,0,1,3377.85,36,23.1,Online,Personal Loan,1
18016,53,58091.85,6,735.0,0.455,0.499,0,0,10212.51,36,5.0,Online,Personal Loan,0
18017,40,53871.76,13,734.0,0.495,0.259,0,0,11749.77,36,5.0,Branch,Debt Consolidation,0
18018,68,39600.46,11,619.0,0.355,0.248,0,0,17594.39,36,9.19,Online,Personal Loan,0
18019,50,82875.5,9,545.0,0.236,0.022,0,0,12037.93,36,12.4,Online,Auto Refi,1
18020,64,54125.98,4,614.0,0.54,0.446,0,0,14442.29,60,15.78,Online,Auto Refi,1
18021,29,82611.58,22,630.0,0.322,0.8,0,0,11471.47,60,13.3,Online,Personal Loan,0
18022,65,74890.4,6,719.0,0.329,0.31,0,0,11881.09,36,5.0,Online,Auto Refi,0
18023,69,92866.74,5,723.0,0.352,0.393,0,0,2291.58,60,5.0,Branch,Personal Loan,0
18024,37,31191.29,19,677.0,0.226,0.435,0,0,13587.22,36,5.0,Online,Debt Consolidation,0
18025,56,20000.0,23,732.0,0.361,0.453,0,0,15434.54,36,5.0,Online,Debt Consolidation,0
18026,34,100081.25,1,830.0,0.362,0.268,0,0,14072.48,60,5.0,Branch,Personal Loan,0
18027,39,85231.92,12,672.0,0.319,0.419,1,1,8536.38,36,23.42,Partner,Personal Loan,1
18028,27,44509.29,15,664.0,0.312,0.512,0,0,24233.35,36,6.71,Branch,Auto Refi,0
18029,23,48562.97,7,621.0,0.293,0.543,0,0,11842.83,36,10.85,Online,Debt Consolidation,0
18030,53,65937.3,12,702.0,0.274,0.518,0,0,18858.36,36,5.0,Partner,Personal Loan,0
18031,64,60957.98,13,760.0,0.407,0.29,1,0,18738.57,60,5.0,Online,Auto Refi,0
18032,52,51717.75,4,645.0,0.355,0.437,0,0,17416.31,60,8.46,Partner,Auto Refi,1
18033,67,48056.88,22,653.0,0.432,0.513,0,0,13822.51,60,9.88,Online,Auto Refi,1
18034,31,55410.49,2,643.0,0.257,0.659,2,0,9848.02,36,18.54,Online,Auto Refi,0
18035,62,74869.89,13,599.0,0.455,0.555,0,0,14515.68,60,16.94,Branch,Personal Loan,0
18036,22,65324.31,22,689.0,0.427,0.24,0,0,19129.06,60,5.0,Branch,Auto Refi,1
18037,46,55182.76,24,692.0,0.291,0.464,0,0,21550.72,60,5.0,Branch,Personal Loan,0
18038,24,51644.31,22,677.0,0.24,0.531,0,0,16684.67,36,5.0,Partner,Debt Consolidation,0
18039,37,107873.74,12,809.0,0.391,0.546,0,0,10069.43,36,5.0,Online,Personal Loan,0
18040,37,53463.67,16,708.0,0.13,0.572,1,0,22066.15,60,5.0,Online,Personal Loan,0
18041,48,75418.89,8,602.0,0.27,0.559,0,0,21908.23,60,12.7,Partner,Personal Loan,0
18042,50,114270.23,6,724.0,0.353,0.137,1,0,23668.67,36,5.0,Online,Auto Refi,0
18043,60,78821.55,17,656.0,0.302,0.248,2,0,15725.62,36,13.12,Branch,Personal Loan,0
18044,43,74479.57,20,657.0,0.191,0.686,1,0,22927.34,36,11.01,Online,Personal Loan,1
18045,66,89706.94,10,668.0,0.331,0.256,0,0,14779.53,36,5.0,Partner,Personal Loan,0
18046,44,92830.38,15,660.0,0.2,0.508,0,0,28960.05,60,5.29,Partner,Debt Consolidation,0
18047,49,64456.55,17,699.0,0.351,0.326,0,0,14708.0,36,5.0,Online,Personal Loan,0
18048,24,38430.96,6,828.0,0.273,0.648,0,0,26582.5,36,5.0,Branch,Personal Loan,0
18049,58,61902.21,24,654.0,0.303,0.667,1,0,14847.99,36,13.41,Online,Personal Loan,0
18050,49,76600.23,3,686.0,0.221,0.266,1,0,10860.23,36,5.0,Partner,Auto Refi,0
18051,39,58108.84,18,696.0,0.413,0.591,0,0,15093.63,36,6.17,Online,Personal Loan,0
18052,47,60363.83,21,644.0,0.302,0.624,0,0,16313.3,60,9.46,Partner,Personal Loan,1
18053,49,97368.64,23,652.0,0.231,0.567,1,0,14593.57,36,11.07,Online,Debt Consolidation,0
18054,56,80712.57,23,750.0,0.306,0.403,1,0,13432.8,60,5.0,Online,Debt Consolidation,0
18055,55,76811.93,23,644.0,0.528,0.106,0,0,15835.95,36,8.41,Online,Personal Loan,0
18056,26,44289.3,20,618.0,0.36,0.683,0,0,6809.18,36,14.19,Branch,Debt Consolidation,1
18057,43,60088.83,10,805.0,0.449,0.326,0,0,21588.5,36,5.0,Online,Debt Consolidation,0
18058,59,72653.83,12,596.0,0.127,0.405,0,0,2000.0,36,8.89,Partner,Personal Loan,0
18059,66,78043.8,5,742.0,0.296,0.543,0,0,14673.01,60,5.0,Online,Debt Consolidation,0
18060,64,96760.46,12,666.0,0.2,0.248,0,0,29102.74,36,5.0,Online,Personal Loan,0
18061,68,78387.23,1,595.0,0.258,0.227,0,0,16199.58,36,9.59,Online,Debt Consolidation,0
18062,28,54212.56,21,654.0,0.228,0.279,0,0,15303.58,60,5.0,Online,Auto Refi,0
18063,22,102621.04,13,664.0,0.475,0.265,0,0,4773.31,36,7.12,Online,Personal Loan,0
18064,33,59448.39,12,566.0,0.406,0.231,0,0,21364.13,60,15.99,Branch,Personal Loan,0
18065,60,83327.42,4,710.0,0.229,0.448,0,0,17273.07,36,5.0,Partner,Personal Loan,0
18066,41,53474.93,2,703.0,0.264,0.492,0,1,13337.93,60,14.58,Online,Debt Consolidation,0
18067,51,49458.28,23,656.0,0.364,0.311,0,0,2000.0,36,6.49,Branch,Personal Loan,0
18068,68,37906.38,3,713.0,0.427,0.462,1,0,17267.63,36,7.45,Online,Auto Refi,0
18069,56,39321.77,13,694.0,0.445,0.0,0,0,15413.52,36,5.0,Online,Debt Consolidation,0
18070,68,55507.04,17,771.0,0.396,0.509,0,0,21684.23,36,5.0,Online,Personal Loan,0
18071,58,91158.63,10,605.0,0.538,0.463,0,0,25900.31,60,17.04,Online,Debt Consolidation,0
18072,47,70256.61,18,660.0,0.371,0.668,0,0,19268.3,60,9.63,Online,Debt Consolidation,1
18073,56,29459.02,1,750.0,0.267,0.525,0,0,2000.0,60,5.0,Online,Personal Loan,0
18074,68,81611.11,1,718.0,0.222,0.558,0,0,20842.21,36,5.0,Online,Auto Refi,0
18075,43,64911.32,2,519.0,0.19,0.31,0,0,14930.24,36,17.83,Online,Personal Loan,0
18076,41,95331.01,22,563.0,0.175,0.099,0,0,5749.32,36,9.98,Online,Personal Loan,0
18077,33,55164.48,15,680.0,0.401,0.447,1,0,24429.12,60,10.09,Online,Personal Loan,0
18078,57,46901.81,0,795.0,0.511,0.142,0,0,15326.64,60,5.0,Online,Personal Loan,0
18079,67,99659.28,9,650.0,0.333,0.461,1,0,12413.06,36,12.18,Online,Debt Consolidation,0
18080,46,85069.52,5,725.0,0.539,0.547,0,0,13403.22,36,5.34,Partner,Auto Refi,0
18081,60,30802.35,16,686.0,0.323,0.429,1,0,7489.13,60,7.92,Online,Personal Loan,0
18082,27,72219.62,18,721.0,0.393,0.254,0,0,2000.0,36,5.0,Partner,Personal Loan,0
18083,66,30849.4,11,755.0,0.13,0.796,1,0,12103.74,36,5.0,Online,Auto Refi,0
18084,59,84109.15,19,746.0,0.417,0.392,2,0,20761.2,36,7.45,Online,Auto Refi,0
18085,42,42733.53,15,744.0,0.244,0.65,0,0,23856.92,36,5.0,Online,Debt Consolidation,0
18086,59,39923.18,23,637.0,0.42,0.759,0,0,16081.3,60,14.12,Online,Personal Loan,0
18087,43,92749.65,1,669.0,0.474,0.708,0,0,15314.94,60,11.0,Online,Debt Consolidation,1
18088,50,73274.2,14,716.0,0.357,0.585,0,0,6170.48,36,5.0,Branch,Personal Loan,0
18089,38,79717.41,22,714.0,0.372,0.799,1,1,16514.32,36,24.02,Online,Personal Loan,1
18090,62,55318.97,18,722.0,0.334,0.522,0,0,12476.76,60,5.0,Branch,Personal Loan,0
18091,38,63382.92,0,556.0,0.397,0.651,0,0,6717.17,60,21.9,Online,Personal Loan,1
18092,66,96356.65,5,764.0,0.545,0.492,0,0,20547.65,60,5.0,Online,Personal Loan,0
18093,30,71414.14,17,561.0,0.321,0.28,0,0,4090.84,36,15.33,Branch,Personal Loan,1
18094,59,111602.58,18,627.0,0.34,0.487,0,0,18400.17,36,10.48,Branch,Debt Consolidation,1
18095,50,61084.12,21,694.0,0.107,0.164,0,0,23255.83,36,5.0,Online,Debt Consolidation,0
18096,46,84192.54,2,678.0,0.371,0.471,0,0,7741.44,36,6.06,Online,Personal Loan,0
18097,27,87188.27,4,779.0,0.226,0.375,0,1,10628.09,60,5.08,Online,Debt Consolidation,0
18098,27,68939.84,2,598.0,0.296,0.627,2,0,18291.13,60,24.16,Online,Personal Loan,0
18099,25,92245.71,6,655.0,0.377,0.721,0,0,10094.02,60,10.83,Branch,Personal Loan,0
18100,21,54294.64,6,542.0,0.126,0.235,0,0,19914.64,36,12.8,Online,Personal Loan,0
18101,66,82250.02,0,689.0,0.376,0.53,0,0,20265.94,36,5.7,Online,Personal Loan,0
18102,38,44212.67,21,665.0,0.35,0.533,0,0,11904.45,36,7.36,Branch,Debt Consolidation,0
18103,33,39723.05,12,593.0,0.404,0.715,0,0,21320.56,36,18.48,Online,Auto Refi,0
18104,45,65787.13,12,772.0,0.243,0.63,0,0,18179.27,36,5.0,Online,Auto Refi,0
18105,60,62425.28,14,756.0,0.454,0.674,0,0,10355.1,36,5.0,Branch,Auto Refi,0
18106,28,42850.67,18,685.0,0.357,0.528,0,0,20352.01,60,5.74,Branch,Debt Consolidation,1
18107,30,80300.28,6,760.0,0.235,0.208,1,0,14954.38,60,5.0,Online,Personal Loan,0
18108,52,96230.83,16,674.0,0.156,0.306,0,0,18783.27,36,5.0,Branch,Personal Loan,0
18109,37,58524.37,9,730.0,0.255,0.536,0,0,11950.83,36,5.0,Partner,Debt Consolidation,0
18110,58,85818.42,18,740.0,0.424,0.198,0,0,23952.35,60,5.0,Branch,Personal Loan,0
18111,35,52303.96,17,605.0,0.373,0.349,0,0,16022.2,36,12.08,Partner,Auto Refi,0
18112,35,61010.11,7,710.0,0.063,0.378,0,0,15240.96,36,5.0,Online,Auto Refi,0
18113,68,64017.97,7,692.0,0.28,0.43,0,0,30826.3,36,5.0,Online,Personal Loan,0
18114,60,81676.74,8,608.0,0.335,0.528,0,1,17108.16,36,25.0,Partner,Personal Loan,1
18115,40,63367.12,12,591.0,0.549,0.514,0,0,19862.84,60,19.55,Branch,Personal Loan,0
18116,35,25039.57,24,715.0,0.475,0.572,0,0,14145.62,36,5.44,Partner,Debt Consolidation,0
18117,55,88992.66,12,660.0,0.299,0.265,0,0,13742.83,60,5.0,Online,Personal Loan,0
18118,26,67276.11,1,577.0,0.342,0.372,0,0,4023.22,36,14.88,Online,Personal Loan,1
18119,50,20000.0,6,721.0,0.156,0.542,1,0,22719.51,60,5.0,Online,Debt Consolidation,0
18120,28,93411.72,6,745.0,0.05,0.222,0,0,19347.78,60,5.0,Partner,Personal Loan,0
18121,51,94479.42,19,598.0,0.272,0.6,1,0,14138.78,36,18.62,Online,Personal Loan,1
18122,68,43421.78,21,680.0,0.44,0.472,1,0,18363.17,60,11.15,Online,Auto Refi,0
18123,67,36639.85,0,786.0,0.342,0.188,0,0,19409.3,60,5.0,Online,Auto Refi,0
18124,52,87856.05,13,616.0,0.23,0.619,1,0,5725.32,36,15.73,Online,Auto Refi,1
18125,65,87889.42,5,800.0,0.429,0.497,0,0,14245.63,36,5.0,Branch,Personal Loan,0
18126,35,74639.8,12,657.0,0.535,0.812,0,0,4766.68,36,14.84,Online,Personal Loan,1
18127,38,56091.8,0,675.0,0.141,0.679,0,0,22726.17,36,5.0,Online,Debt Consolidation,0
18128,33,49163.64,20,582.0,0.314,0.126,0,0,16272.42,36,10.93,Online,Personal Loan,1
18129,44,77000.8,19,585.0,0.256,0.396,1,0,14327.48,36,17.39,Online,Debt Consolidation,0
18130,60,52181.4,21,634.0,0.325,0.481,0,0,28851.33,60,9.45,Online,Auto Refi,0
18131,34,52297.67,20,742.0,0.265,0.505,0,0,22238.48,36,5.0,Online,Personal Loan,0
18132,48,80676.93,20,830.0,0.655,0.264,0,0,22206.63,36,5.0,Branch,Personal Loan,0
18133,31,84649.38,2,830.0,0.306,0.467,1,0,20601.31,36,5.0,Online,Auto Refi,0
18134,26,95016.93,14,671.0,0.356,0.394,1,0,17121.22,36,9.59,Branch,Personal Loan,1
18135,45,28610.94,17,655.0,0.34,0.28,1,0,11608.33,36,9.8,Online,Auto Refi,1
18136,21,55023.48,22,611.0,0.17,0.351,0,0,8905.26,60,7.64,Branch,Personal Loan,0
18137,45,58165.19,9,758.0,0.344,0.355,0,0,8686.51,36,5.0,Online,Auto Refi,0
18138,22,64638.98,14,629.0,0.143,0.818,0,0,11279.58,60,10.0,Online,Personal Loan,0
18139,52,39562.62,7,663.0,0.536,0.684,1,0,10970.57,36,17.59,Online,Personal Loan,0
18140,33,76344.15,4,715.0,0.428,0.508,0,0,2000.0,60,5.0,Partner,Personal Loan,0
18141,53,102786.61,8,712.0,0.251,0.113,0,0,17233.51,36,5.0,Partner,Personal Loan,1
18142,52,41153.28,0,637.0,0.3,0.732,0,0,18759.54,60,11.28,Online,Auto Refi,0
18143,44,68770.18,18,673.0,0.443,0.045,0,0,17458.67,36,5.0,Online,Personal Loan,0
18144,47,90099.12,7,639.0,0.353,0.193,0,0,36338.59,36,6.72,Online,Debt Consolidation,0
18145,24,60246.75,4,622.0,0.122,0.146,2,0,15166.14,60,12.13,Branch,Personal Loan,0
18146,44,50334.52,17,608.0,0.34,0.262,0,0,21777.85,36,10.15,Branch,Personal Loan,0
18147,43,68564.46,8,577.0,0.45,0.786,0,0,20671.38,36,22.18,Online,Debt Consolidation,1
18148,49,79675.47,0,705.0,0.05,0.606,0,0,6862.46,36,5.0,Online,Personal Loan,0
18149,54,39730.77,18,663.0,0.337,0.502,1,0,16639.31,36,11.22,Branch,Auto Refi,0
18150,41,85725.9,13,601.0,0.22,0.452,1,0,13381.28,60,15.39,Online,Personal Loan,1
18151,50,60750.03,13,594.0,0.472,0.263,0,0,22113.39,60,14.46,Online,Personal Loan,1
18152,46,51656.64,3,593.0,0.266,0.614,1,0,13678.24,36,19.24,Branch,Debt Consolidation,1
18153,40,34334.08,6,637.0,0.253,0.742,0,0,3863.91,36,10.47,Online,Debt Consolidation,1
18154,36,51939.17,19,759.0,0.419,0.63,0,0,15959.43,60,5.0,Partner,Personal Loan,1
18155,23,52862.16,10,632.0,0.212,0.574,0,0,20047.69,60,8.49,Online,Debt Consolidation,1
18156,69,41099.65,1,719.0,0.33,0.652,0,1,9031.72,36,15.99,Online,Personal Loan,1
18157,57,74472.98,17,789.0,0.354,0.464,1,0,11704.79,36,5.0,Online,Personal Loan,0
18158,60,67941.18,9,692.0,0.297,0.052,0,0,9243.72,60,5.0,Branch,Debt Consolidation,0
18159,64,84615.48,0,626.0,0.164,0.678,0,0,8173.18,60,9.22,Online,Personal Loan,0
18160,45,79296.18,22,674.0,0.215,0.241,1,0,16163.56,60,5.61,Online,Auto Refi,0
18161,43,52196.45,13,677.0,0.304,0.456,0,0,23461.64,36,5.06,Online,Debt Consolidation,0
18162,64,58718.73,24,801.0,0.093,0.813,1,0,11913.21,60,5.0,Online,Personal Loan,0
18163,21,50091.31,9,559.0,0.33,0.445,1,0,14341.06,60,22.61,Branch,Personal Loan,0
18164,53,33069.92,17,758.0,0.288,0.777,0,0,13052.75,60,5.0,Branch,Debt Consolidation,0
18165,35,72673.12,6,558.0,0.389,0.481,0,0,16470.95,36,19.54,Online,Auto Refi,0
18166,37,68316.16,23,737.0,0.398,0.283,0,0,12128.8,36,5.0,Branch,Personal Loan,0
18167,54,52834.78,18,651.0,0.185,0.434,0,0,6504.02,60,5.18,Branch,Personal Loan,1
18168,37,81107.09,3,808.0,0.258,0.343,0,0,16367.78,60,5.0,Branch,Auto Refi,0
18169,61,58206.75,13,727.0,0.209,0.668,0,0,25071.22,60,5.0,Online,Personal Loan,0
18170,64,89655.0,8,720.0,0.257,0.414,1,0,9458.93,36,5.0,Branch,Debt Consolidation,1
18171,24,61908.66,3,614.0,0.29,0.594,0,0,9705.15,60,12.11,Branch,Auto Refi,1
18172,33,39105.27,5,806.0,0.454,0.528,0,0,28300.94,36,5.0,Partner,Personal Loan,0
18173,24,95450.66,23,830.0,0.248,0.082,0,0,6729.89,60,5.0,Online,Auto Refi,0
18174,27,72308.54,1,821.0,0.426,0.302,0,0,15348.07,60,5.0,Branch,Debt Consolidation,0
18175,66,46066.51,0,610.0,0.351,0.459,2,0,18138.29,60,22.15,Online,Auto Refi,1
18176,29,56954.08,22,667.0,0.486,0.379,0,0,11191.87,36,8.14,Partner,Personal Loan,0
18177,43,48409.29,16,597.0,0.278,0.482,0,0,2000.0,60,12.55,Branch,Personal Loan,0
18178,53,84824.44,3,637.0,0.222,0.562,0,0,6802.9,36,8.07,Branch,Personal Loan,1
18179,53,23356.36,4,700.0,0.337,0.666,0,0,17196.47,36,5.38,Online,Personal Loan,0
18180,40,70565.92,17,731.0,0.127,0.516,1,0,11624.56,60,5.0,Branch,Personal Loan,0
18181,24,30640.58,12,717.0,0.339,0.474,1,0,31017.02,60,5.8,Online,Personal Loan,0
18182,21,27293.22,19,560.0,0.388,0.57,3,0,18525.69,60,25.0,Partner,Auto Refi,1
18183,62,73210.99,10,677.0,0.452,0.327,0,0,8551.02,60,6.15,Online,Personal Loan,0
18184,54,40790.0,22,716.0,0.369,0.497,0,0,11002.71,36,5.0,Online,Debt Consolidation,0
18185,47,78945.29,19,746.0,0.303,0.534,1,0,19149.1,36,5.0,Online,Auto Refi,0
18186,41,84282.82,0,710.0,0.553,0.47,0,0,29651.71,36,6.18,Online,Personal Loan,1
18187,44,56058.44,11,714.0,0.319,0.447,0,0,15724.46,36,5.0,Branch,Personal Loan,0
18188,35,74771.76,12,663.0,0.193,0.587,0,0,19511.13,36,5.55,Online,Personal Loan,0
18189,55,94471.85,3,699.0,0.316,0.253,0,0,13144.12,60,5.0,Online,Auto Refi,0
18190,45,45832.43,11,830.0,0.159,0.283,0,0,5886.36,60,5.0,Online,Personal Loan,0
18191,29,82232.87,5,764.0,0.172,0.408,0,0,17968.35,36,5.0,Online,Personal Loan,0
18192,37,49440.81,12,706.0,0.349,0.665,0,0,5973.61,36,5.1,Online,Personal Loan,0
18193,41,65068.32,13,731.0,0.161,0.166,2,0,16745.8,36,5.0,Online,Auto Refi,0
18194,33,52548.5,11,685.0,0.246,0.653,0,0,11101.29,60,5.11,Online,Auto Refi,0
18195,23,53288.15,20,685.0,0.18,0.733,0,0,3341.35,60,5.0,Online,Debt Consolidation,0
18196,24,57807.79,19,747.0,0.337,0.493,0,0,20373.9,36,5.0,Branch,Auto Refi,0
18197,24,53016.88,1,638.0,0.235,0.24,0,0,26926.81,36,5.41,Online,Debt Consolidation,1
18198,63,62373.32,21,671.0,0.384,0.118,0,0,6449.1,36,5.0,Partner,Personal Loan,0
18199,48,88372.51,11,584.0,0.374,0.872,0,0,17605.12,60,20.76,Online,Auto Refi,1
18200,27,37452.13,5,734.0,0.163,0.208,0,0,16465.07,36,5.0,Online,Personal Loan,0
18201,46,73571.45,21,755.0,0.431,0.349,0,0,19380.15,36,5.0,Online,Personal Loan,0
18202,31,43432.14,3,722.0,0.299,0.084,1,0,17432.28,60,5.0,Online,Personal Loan,0
18203,44,44654.21,23,664.0,0.173,0.037,0,0,11718.84,60,5.0,Online,Personal Loan,0
18204,63,27895.91,0,677.0,0.365,0.586,1,0,13587.06,36,11.21,Branch,Auto Refi,1
18205,30,86529.72,7,690.0,0.531,0.333,0,0,24229.54,60,6.35,Online,Debt Consolidation,0
18206,57,60173.66,7,757.0,0.296,0.62,0,0,13667.77,60,5.0,Online,Personal Loan,0
18207,33,47019.59,20,753.0,0.122,0.381,0,0,30159.22,60,5.0,Partner,Auto Refi,0
18208,64,67595.38,24,580.0,0.431,0.694,0,0,21779.25,36,20.41,Online,Personal Loan,0
18209,62,58020.44,11,619.0,0.509,0.385,0,0,11691.72,60,13.82,Branch,Personal Loan,1
18210,59,87026.74,24,710.0,0.19,0.642,0,0,15164.53,36,5.0,Branch,Personal Loan,0
18211,39,44643.35,3,586.0,0.225,0.251,0,0,23812.22,36,10.11,Partner,Personal Loan,1
18212,39,62172.48,15,744.0,0.324,0.293,0,0,5222.86,60,5.0,Partner,Auto Refi,0
18213,32,82008.76,13,661.0,0.088,0.259,0,0,17784.44,36,5.0,Online,Personal Loan,0
18214,42,43691.41,13,730.0,0.57,0.325,0,0,10575.03,60,5.0,Online,Personal Loan,0
18215,67,55774.59,1,682.0,0.314,0.12,0,0,17297.71,60,5.0,Partner,Personal Loan,0
18216,57,39447.88,16,673.0,0.325,0.247,0,0,20776.45,60,5.0,Partner,Auto Refi,0
18217,50,47632.84,23,604.0,0.363,0.254,0,0,13162.28,60,10.97,Branch,Personal Loan,0
18218,66,33914.91,7,642.0,0.289,0.837,0,0,14088.16,36,11.74,Online,Personal Loan,1
18219,32,43787.25,6,672.0,0.258,0.422,0,0,11380.84,36,5.0,Partner,Personal Loan,0
18220,49,38807.45,12,670.0,0.207,0.37,0,0,17999.91,36,5.0,Online,Debt Consolidation,0
18221,41,51642.51,10,731.0,0.179,0.599,0,0,14422.93,36,5.0,Online,Personal Loan,0
18222,31,84441.81,18,635.0,0.369,0.358,0,0,29216.27,36,8.93,Online,Personal Loan,0
18223,57,70599.34,18,678.0,0.482,0.51,1,0,13956.07,36,12.65,Online,Auto Refi,1
18224,68,90942.75,9,785.0,0.434,0.582,0,0,22495.18,36,5.0,Online,Auto Refi,0
18225,38,57254.01,23,738.0,0.285,0.571,1,0,7851.1,36,5.0,Branch,Personal Loan,0
18226,64,47059.06,10,687.0,0.297,0.443,0,0,2000.0,60,5.0,Online,Debt Consolidation,0
18227,47,62455.04,15,578.0,0.514,0.471,0,0,12803.57,36,19.79,Partner,Personal Loan,1
18228,57,52849.51,7,584.0,0.224,0.521,0,0,15716.39,60,13.36,Partner,Debt Consolidation,1
18229,68,73213.47,1,725.0,0.12,0.556,0,0,6362.95,36,5.0,Partner,Auto Refi,0
18230,32,34909.66,13,732.0,0.35,0.518,0,0,6158.86,36,5.0,Online,Personal Loan,0
18231,43,63553.07,16,544.0,0.422,0.481,0,0,18495.03,36,21.9,Online,Personal Loan,0
18232,54,95075.11,16,729.0,0.05,0.262,0,0,2478.6,36,5.0,Online,Personal Loan,0
18233,58,46576.74,10,641.0,0.368,0.562,0,0,20362.98,36,10.42,Online,Personal Loan,1
18234,43,56177.81,0,652.0,0.185,0.208,1,0,13702.76,60,6.71,Online,Personal Loan,1
18235,45,30456.22,18,742.0,0.15,0.455,1,0,21043.62,36,5.0,Partner,Auto Refi,0
18236,24,87187.85,0,731.0,0.285,0.479,0,0,10705.67,36,5.0,Branch,Personal Loan,0
18237,50,63035.65,23,673.0,0.181,0.157,0,0,18043.7,36,5.0,Online,Debt Consolidation,0
18238,50,54598.81,23,728.0,0.108,0.303,0,1,17028.73,36,6.9,Online,Debt Consolidation,0
18239,33,65948.45,24,655.0,0.333,0.706,0,0,8221.04,60,9.81,Online,Personal Loan,0
18240,62,63579.5,3,625.0,0.315,0.286,1,0,13066.87,36,12.66,Branch,Debt Consolidation,0
18241,69,50984.02,23,768.0,0.114,0.566,0,0,12769.19,36,5.0,Partner,Auto Refi,0
18242,34,36908.02,6,773.0,0.151,0.211,0,0,21998.01,36,5.0,Online,Auto Refi,0
18243,67,68078.22,19,635.0,0.376,0.172,2,0,9646.63,60,16.33,Online,Debt Consolidation,1
18244,28,65296.62,0,643.0,0.383,0.6,1,0,13168.24,60,15.71,Partner,Debt Consolidation,1
18245,44,57245.31,10,742.0,0.05,0.673,1,0,18532.79,60,5.0,Online,Personal Loan,0
18246,38,58888.93,12,631.0,0.168,0.453,0,0,19062.9,36,6.71,Online,Personal Loan,1
18247,55,86612.48,2,736.0,0.31,0.528,1,0,18601.37,60,5.0,Online,Auto Refi,1
18248,45,70814.17,23,608.0,0.371,0.718,0,0,11785.38,60,15.97,Branch,Personal Loan,0
18249,37,38480.49,7,660.0,0.369,0.409,1,0,17211.82,36,11.22,Online,Auto Refi,0
18250,52,90787.42,11,749.0,0.392,0.465,0,0,10160.72,36,5.0,Partner,Auto Refi,0
18251,44,78614.97,1,612.0,0.234,0.404,0,0,22526.92,60,9.19,Partner,Auto Refi,0
18252,27,77184.79,22,639.0,0.341,0.301,0,0,20725.23,36,7.53,Branch,Personal Loan,1
18253,33,49135.11,0,706.0,0.273,0.147,0,0,5226.39,36,5.0,Online,Personal Loan,1
18254,47,82076.18,19,554.0,0.253,0.276,1,0,34508.63,36,19.55,Online,Auto Refi,1
18255,68,68610.66,13,685.0,0.139,0.681,0,0,15306.49,60,5.0,Online,Auto Refi,0
18256,25,41767.31,14,761.0,0.356,0.775,0,0,18167.51,36,5.0,Partner,Debt Consolidation,0
18257,56,70756.24,22,741.0,0.122,0.234,0,0,11944.71,36,5.0,Partner,Personal Loan,0
18258,46,84037.42,3,677.0,0.18,0.598,1,0,21559.48,36,7.9,Partner,Personal Loan,0
18259,62,76363.34,19,681.0,0.402,0.402,0,0,8031.44,60,5.69,Online,Auto Refi,1
18260,65,29001.4,6,784.0,0.3,0.755,0,0,15911.92,36,5.0,Online,Auto Refi,0
18261,51,72990.47,0,776.0,0.446,0.443,1,0,18414.33,60,5.0,Branch,Personal Loan,0
18262,30,57723.96,4,673.0,0.28,0.317,0,0,15091.66,36,5.0,Branch,Personal Loan,0
