age,income,employment_length_years,credit_score,dti,utilization,num_delinquencies_12m,loan_amount,term_months,interest_rate,channel,product_type,default_12m,pd_model,applicant_id,recent_bankruptcy,approved_A,approved_B,strategy_group,approved_AB,expected_loss,interest_income,profit
57,53942.51,22,612.0,0.22,0.626,1,19515.85,36,16.14,Partner,Personal Loan,0,0.4915949703619392,734,0,0,0,B,0,0.0,2341.9019999999996,0.0
46,51369.76,12,764.0,0.424,0.613,0,18321.37,36,5.0,Online,Debt Consolidation,0,0.082878979162599,2141,0,0,1,B,1,0.0,2198.5643999999998,2198.5643999999998
36,65472.27,18,705.0,0.314,0.482,1,11614.52,36,6.54,Branch,Personal Loan,0,0.2381156239523924,14473,0,1,0,B,0,0.0,1393.7424,0.0
52,101411.68,21,650.0,0.065,0.32,1,14805.78,36,5.9,Online,Debt Consolidation,1,0.192915489121895,7950,0,1,0,B,0,8883.468,1776.6936,0.0
33,63130.45,14,545.0,0.228,0.423,1,9307.17,60,21.81,Branch,Debt Consolidation,1,0.6461386543246248,2221,0,0,0,B,0,5584.302,1116.8604,0.0
25,57844.76,7,738.0,0.399,0.459,0,21683.38,36,5.0,Branch,Personal Loan,1,0.0982524987256334,14026,0,1,1,B,1,13010.028,2602.0056,-10408.0224
55,47041.33,14,622.0,0.203,0.344,0,18874.05,36,21.14,Online,Debt Consolidation,1,0.5822500915971843,18796,1,0,0,B,0,11324.429999999998,2264.886,0.0
48,86619.99,8,687.0,0.297,0.728,0,16480.89,36,6.35,Branch,Personal Loan,0,0.2202083875699945,13087,0,1,0,B,0,0.0,1977.7068,0.0
55,54880.42,7,717.0,0.337,0.343,1,28514.44,60,5.0,Branch,Personal Loan,0,0.1620417218342003,4547,0,1,1,B,1,0.0,3421.7327999999998,3421.7327999999998
29,75319.14,13,717.0,0.332,0.661,0,27476.87,36,5.0,Online,Debt Consolidation,1,0.1275676111541385,8591,0,1,1,B,1,16486.122,3297.2243999999996,-13188.8976
39,87247.98,0,573.0,0.325,0.488,1,10484.45,60,21.43,Partner,Personal Loan,1,0.6513889942068621,9236,0,0,0,A,0,6290.67,1258.134,0.0
49,79594.98,16,782.0,0.313,0.631,1,19198.05,36,5.0,Online,Personal Loan,0,0.1006105773810369,15611,0,1,1,B,1,0.0,2303.7659999999996,2303.7659999999996
22,52357.03,7,690.0,0.284,0.43,1,12104.04,36,6.89,Online,Auto Refi,0,0.2295879370052436,17907,0,1,0,A,1,0.0,1452.4848,1452.4848
40,74597.28,14,597.0,0.373,0.488,0,16744.66,36,14.68,Online,Auto Refi,1,0.4308669363646837,2082,0,0,0,B,0,10046.796,2009.3591999999999,0.0
49,43876.89,19,556.0,0.241,0.507,0,14080.66,60,16.88,Online,Auto Refi,0,0.5578435118999028,13991,0,0,0,B,0,0.0,1689.6791999999998,0.0
62,70550.88,19,723.0,0.112,0.239,0,6361.4,60,5.0,Online,Personal Loan,0,0.1225665299864541,10165,0,1,1,A,1,0.0,763.3679999999999,763.3679999999999
28,56847.78,17,580.0,0.442,0.192,0,18365.76,36,14.6,Online,Personal Loan,0,0.3983189776232596,14231,0,0,0,B,0,0.0,2203.8911999999996,0.0
69,58248.87,23,761.0,0.354,0.486,1,17258.33,60,5.0,Branch,Auto Refi,0,0.1367917897324692,19475,0,1,1,A,1,0.0,2070.9996,2070.9996
52,76069.78,21,818.0,0.496,0.101,0,8703.88,60,5.0,Online,Auto Refi,0,0.0833871996335228,15742,0,0,1,A,0,0.0,1044.4655999999998,0.0
33,25888.03,19,737.0,0.248,0.395,0,25367.05,36,5.0,Online,Personal Loan,0,0.0992494565413648,14646,0,1,1,A,1,0.0,3044.046,3044.046
29,75739.52,16,747.0,0.271,0.582,1,6331.05,36,5.0,Online,Personal Loan,1,0.1287732981709609,635,0,1,1,B,1,3798.63,759.726,-3038.904
39,28187.26,18,581.0,0.114,0.518,1,10492.63,60,16.23,Online,Debt Consolidation,0,0.4477305373165962,9337,0,0,0,B,0,0.0,1259.1155999999999,0.0
33,51818.72,5,557.0,0.342,0.552,0,9692.61,60,19.44,Online,Personal Loan,1,0.5625071289497083,13183,0,0,0,B,0,5815.566,1163.1132,0.0
42,54293.08,14,709.0,0.201,0.63,1,20997.06,36,5.72,Online,Personal Loan,1,0.1753725291989636,11659,0,1,1,A,1,12598.236,2519.6472,-10078.588800000001
49,20000.0,16,612.0,0.374,0.55,0,7610.42,36,13.59,Online,Debt Consolidation,0,0.4246427854143532,3485,0,0,0,A,0,0.0,913.2504,0.0
30,79060.23,22,743.0,0.336,0.253,0,2000.0,60,5.0,Online,Auto Refi,0,0.0857914888290648,13127,0,1,1,B,1,0.0,240.0,240.0
39,74762.58,1,630.0,0.339,0.384,0,23481.68,36,9.13,Online,Auto Refi,0,0.3055002567098472,10260,0,0,0,B,0,0.0,2817.8016,0.0
32,78040.03,18,775.0,0.285,0.408,0,16771.05,36,5.0,Online,Personal Loan,0,0.0752940574122547,6189,0,1,1,B,1,0.0,2012.5259999999998,2012.5259999999998
31,38025.72,2,639.0,0.449,0.314,0,13235.82,60,9.57,Partner,Debt Consolidation,0,0.3054488536292689,2996,0,0,0,B,0,0.0,1588.2984,0.0
49,66842.53,2,641.0,0.501,0.324,0,20297.05,36,10.48,Branch,Personal Loan,1,0.3737818555621953,2481,0,0,0,B,0,12178.23,2435.6459999999997,0.0
39,27253.68,7,616.0,0.05,0.173,0,17058.34,60,5.0,Online,Personal Loan,0,0.1260098855564572,287,0,0,1,A,0,0.0,2047.0008,0.0
33,84250.44,5,603.0,0.353,0.801,2,6212.21,60,25.0,Online,Personal Loan,1,0.7973360342433962,15998,0,0,0,A,0,3727.326,745.4652,0.0
54,58323.74,22,790.0,0.241,0.324,0,18709.51,36,5.0,Branch,Personal Loan,0,0.0772225145809413,17895,0,1,1,A,1,0.0,2245.1411999999996,2245.1411999999996
53,80661.44,13,595.0,0.177,0.638,0,18995.03,60,12.46,Online,Personal Loan,0,0.4323148940215883,14780,0,0,0,B,0,0.0,2279.4035999999996,0.0
64,111669.43,20,785.0,0.274,0.276,1,20950.73,36,5.0,Online,Personal Loan,0,0.0985536450398487,974,0,1,1,A,1,0.0,2514.0876,2514.0876
53,45063.29,7,755.0,0.389,0.587,0,11193.98,60,5.0,Branch,Debt Consolidation,0,0.1147743276461402,12633,0,1,1,A,1,0.0,1343.2776,1343.2776
25,56068.21,22,733.0,0.311,0.637,0,23248.42,36,5.0,Partner,Personal Loan,0,0.1027746580489009,12667,0,1,1,A,1,0.0,2789.8104,2789.8104
44,26119.01,23,690.0,0.123,0.425,0,14454.68,60,5.0,Online,Personal Loan,0,0.1293169549343402,1632,0,1,1,A,1,0.0,1734.5616,1734.5616
23,46701.68,22,770.0,0.425,0.503,0,17337.72,36,5.0,Online,Debt Consolidation,0,0.0810657106000169,14040,0,0,1,A,0,0.0,2080.5264,0.0
42,49890.01,22,754.0,0.246,0.443,0,12384.16,36,5.0,Online,Debt Consolidation,0,0.1006339632957719,385,0,1,1,B,1,0.0,1486.0991999999999,1486.0991999999999
67,64261.38,8,623.0,0.327,0.91,0,10925.3,36,15.56,Online,Personal Loan,0,0.4672872617708865,7125,0,0,0,A,0,0.0,1311.0359999999998,0.0
26,44151.95,4,726.0,0.444,0.25,0,14455.28,36,5.0,Branch,Personal Loan,0,0.1161612606537309,6108,0,0,1,B,1,0.0,1734.6336000000001,1734.6336000000001
26,50866.5,16,535.0,0.342,0.481,0,28101.59,60,21.21,Partner,Debt Consolidation,0,0.6331028409382718,7351,0,0,0,B,0,0.0,3372.1908,0.0
37,35471.42,8,695.0,0.15,0.609,0,25598.19,36,5.0,Online,Personal Loan,1,0.1362647190861906,6046,0,1,1,B,1,15358.913999999999,3071.7828,-12287.1312
38,52169.91,15,745.0,0.399,0.567,0,20528.79,60,5.0,Online,Personal Loan,0,0.0996191420625159,6822,0,1,1,B,1,0.0,2463.4548,2463.4548
42,64497.47,6,672.0,0.317,0.296,1,20561.58,36,7.89,Branch,Auto Refi,0,0.2748240986728397,14584,0,1,0,B,0,0.0,2467.3896,0.0
34,48286.05,12,830.0,0.24,0.44,0,20726.67,36,5.0,Online,Personal Loan,0,0.0420875353889457,18400,0,1,1,A,1,0.0,2487.2003999999997,2487.2003999999997
42,82747.03,4,712.0,0.303,0.48,0,2000.0,36,5.0,Partner,Personal Loan,0,0.1386869485379366,8184,0,1,1,A,1,0.0,240.0,240.0
44,78614.97,1,612.0,0.234,0.404,0,22526.92,60,9.19,Partner,Auto Refi,0,0.3056350164919528,18251,0,0,0,B,0,0.0,2703.2304,0.0
53,78788.11,3,676.0,0.389,0.781,0,15147.02,36,9.45,Online,Debt Consolidation,0,0.3361864228614198,8476,0,1,0,B,0,0.0,1817.6424,0.0
64,53497.8,18,568.0,0.086,0.189,0,15938.81,60,8.79,Online,Personal Loan,0,0.2651855843309849,2394,0,0,0,B,0,0.0,1912.6571999999999,0.0
29,20000.0,7,733.0,0.401,0.672,0,11724.28,36,5.0,Online,Personal Loan,0,0.1015516017726465,4749,0,0,1,A,0,0.0,1406.9136,0.0
26,80252.65,24,591.0,0.445,0.442,0,17886.81,60,16.42,Branch,Auto Refi,1,0.5439386910936694,17118,0,0,0,B,0,10732.086000000001,2146.4172,0.0
21,63884.14,17,715.0,0.474,0.237,1,24414.03,60,6.11,Online,Auto Refi,0,0.2560629522916312,2112,0,0,0,A,0,0.0,2929.6836,0.0
56,100965.78,3,598.0,0.05,0.226,0,22744.75,60,5.76,Online,Auto Refi,0,0.1987820938041992,6054,0,0,0,B,0,0.0,2729.37,0.0
25,39700.13,6,612.0,0.428,0.299,0,23395.0,60,11.91,Partner,Personal Loan,0,0.4031196750210049,12843,0,0,0,A,0,0.0,2807.4,0.0
62,90299.42,8,662.0,0.146,0.579,0,23444.94,60,5.0,Online,Auto Refi,0,0.1456199298513273,11924,0,1,1,B,1,0.0,2813.3927999999996,2813.3927999999996
34,53350.87,5,591.0,0.45,0.443,4,27455.75,60,25.0,Branch,Auto Refi,1,0.77864336799286,6719,0,0,0,A,0,16473.45,3294.69,0.0
22,74452.81,12,613.0,0.357,0.429,0,20282.25,60,11.79,Partner,Personal Loan,0,0.3809931173789159,15476,0,0,0,B,0,0.0,2433.87,0.0
46,61017.34,6,621.0,0.402,0.326,0,31399.69,60,10.67,Online,Personal Loan,1,0.3593517712347447,7380,0,0,0,A,0,18839.814,3767.9628,0.0
68,45608.61,12,739.0,0.319,0.314,0,8251.2,36,5.0,Online,Personal Loan,0,0.0811745119277466,4965,0,1,1,A,1,0.0,990.144,990.144
48,38068.29,21,691.0,0.534,0.816,1,8001.5,36,15.79,Partner,Personal Loan,0,0.3961170756608632,3745,0,0,0,A,0,0.0,960.18,0.0
52,98325.58,3,717.0,0.245,0.329,1,9743.99,60,5.0,Online,Personal Loan,0,0.2089863510807635,13423,0,1,0,A,1,0.0,1169.2787999999998,1169.2787999999998
40,58208.94,3,708.0,0.441,0.253,0,21275.04,60,5.0,Online,Debt Consolidation,0,0.1410217083679184,678,0,0,1,A,0,0.0,2553.0048,0.0
68,52093.5,17,736.0,0.385,0.492,1,24201.87,60,5.17,Online,Personal Loan,1,0.1405527470790299,14572,0,1,1,A,1,14521.122,2904.2243999999996,-11616.8976
62,41787.6,4,615.0,0.207,0.502,0,12092.65,60,9.41,Branch,Personal Loan,1,0.3296590968112899,16285,0,0,0,A,0,7255.589999999999,1451.118,0.0
53,49823.61,12,744.0,0.31,0.515,0,11031.83,36,5.0,Partner,Personal Loan,0,0.1139471807517747,4550,0,1,1,B,1,0.0,1323.8196,1323.8196
43,20000.0,1,623.0,0.129,0.099,0,17777.32,60,5.0,Online,Auto Refi,0,0.1107405934446802,6300,0,0,1,B,1,0.0,2133.2783999999997,2133.2783999999997
52,66403.99,11,703.0,0.616,0.53,1,16286.16,60,12.86,Branch,Personal Loan,0,0.4529437751007712,19336,0,0,0,B,0,0.0,1954.3392,0.0
21,54867.58,21,710.0,0.363,0.548,0,4921.08,36,5.0,Online,Auto Refi,0,0.1469033240392954,13151,0,1,1,B,1,0.0,590.5296,590.5296
57,112298.58,15,729.0,0.398,0.342,0,9206.27,36,5.0,Online,Debt Consolidation,0,0.1057305187764959,16001,0,1,1,B,1,0.0,1104.7524,1104.7524
47,41042.42,17,556.0,0.338,0.339,1,11170.21,60,21.93,Online,Personal Loan,1,0.630307470478796,6378,0,0,0,A,0,6702.125999999999,1340.4252,0.0
47,66639.63,24,793.0,0.24,0.458,0,16127.27,36,5.0,Online,Personal Loan,0,0.0817533930034591,11787,0,1,1,A,1,0.0,1935.2724,1935.2724
45,76857.7,12,694.0,0.3,0.219,2,11720.4,60,8.67,Online,Auto Refi,0,0.3313122628057108,11001,0,0,0,A,0,0.0,1406.4479999999999,0.0
49,40998.14,3,715.0,0.223,0.586,0,26293.21,36,5.0,Partner,Auto Refi,0,0.1533955037018545,10541,0,1,1,A,1,0.0,3155.1852,3155.1852
62,55510.98,4,620.0,0.215,0.585,0,17388.87,60,9.91,Online,Personal Loan,0,0.308321204693705,13508,0,0,0,A,0,0.0,2086.6643999999997,0.0
46,33252.68,11,730.0,0.404,0.587,0,11179.07,36,5.0,Partner,Personal Loan,0,0.1322239239910988,15814,0,0,1,B,1,0.0,1341.4884,1341.4884
22,43861.96,9,800.0,0.365,0.2,0,15330.38,36,5.0,Branch,Personal Loan,0,0.070903203197686,14793,1,0,1,B,1,0.0,1839.6455999999998,1839.6455999999998
68,80809.51,22,692.0,0.31,0.342,0,20392.03,36,5.0,Online,Debt Consolidation,0,0.1370707429478355,19726,0,1,1,B,1,0.0,2447.0436,2447.0436
34,95884.9,13,689.0,0.169,0.031,0,14235.56,60,5.0,Online,Debt Consolidation,0,0.1341706220030137,15136,0,1,1,B,1,0.0,1708.2671999999998,1708.2671999999998
46,93342.14,24,690.0,0.345,0.483,0,9178.38,36,5.0,Online,Auto Refi,0,0.1674849122480936,10491,0,1,1,A,1,0.0,1101.4055999999998,1101.4055999999998
23,68535.46,17,652.0,0.449,0.424,0,14375.08,60,9.34,Online,Debt Consolidation,0,0.3030355531774903,9412,0,0,0,A,0,0.0,1725.0095999999999,0.0
68,74628.74,10,604.0,0.552,0.43,0,17244.02,36,17.05,Online,Debt Consolidation,0,0.6489834266217679,7858,0,0,0,A,0,0.0,2069.2824,0.0
56,59860.97,20,754.0,0.16,0.169,0,8654.56,60,5.0,Online,Personal Loan,0,0.091814471818972,12651,0,1,1,B,1,0.0,1038.5472,1038.5472
53,43683.93,12,628.0,0.243,0.484,0,6710.24,36,8.61,Online,Auto Refi,0,0.3311215518740108,11507,0,0,0,A,0,0.0,805.2288,0.0
43,71537.45,17,669.0,0.437,0.202,0,7777.19,36,5.59,Branch,Personal Loan,0,0.1977170365746444,14129,0,0,0,B,0,0.0,933.2628,0.0
33,96592.86,17,810.0,0.05,0.17,0,19543.42,36,5.0,Online,Debt Consolidation,0,0.072203902590543,11416,0,1,1,A,1,0.0,2345.2103999999995,2345.2103999999995
51,92956.29,13,755.0,0.357,0.214,1,14543.16,36,5.0,Online,Auto Refi,0,0.129044509545018,5187,0,1,1,A,1,0.0,1745.1791999999998,1745.1791999999998
50,62263.53,24,817.0,0.373,0.449,3,16919.85,60,5.0,Online,Debt Consolidation,0,0.1212478267679328,17878,0,0,1,B,1,0.0,2030.3819999999998,2030.3819999999998
60,62010.63,15,584.0,0.191,0.224,0,19322.15,36,9.46,Online,Personal Loan,0,0.3053694423698541,14283,0,0,0,A,0,0.0,2318.658,0.0
39,62172.48,15,744.0,0.324,0.293,0,5222.86,60,5.0,Partner,Auto Refi,0,0.0919187278430028,18212,0,1,1,A,1,0.0,626.7431999999999,626.7431999999999
40,85286.74,13,661.0,0.211,0.496,0,18381.59,60,5.27,Online,Personal Loan,0,0.1735063866248885,3020,0,1,1,B,1,0.0,2205.7907999999998,2205.7907999999998
22,52166.78,20,614.0,0.439,0.357,0,21710.39,36,12.52,Online,Personal Loan,0,0.3528462054068531,19685,0,0,0,A,0,0.0,2605.2468,0.0
23,34857.44,2,729.0,0.417,0.269,1,22272.76,36,5.0,Online,Personal Loan,0,0.1741838605015308,252,0,0,1,B,1,0.0,2672.7311999999997,2672.7311999999997
43,90540.43,12,755.0,0.448,0.467,2,18770.98,36,7.87,Online,Personal Loan,0,0.2675695386422183,13038,0,0,0,A,0,0.0,2252.5175999999997,0.0
31,26505.93,9,521.0,0.389,0.669,1,16544.04,36,25.0,Online,Debt Consolidation,1,0.7460576352107336,7624,0,0,0,A,0,9926.424,1985.2848000000001,0.0
55,65952.13,2,514.0,0.36,0.919,0,22010.62,36,25.0,Branch,Auto Refi,1,0.8696246024390767,16091,0,0,0,A,0,13206.372,2641.2744,0.0
58,80473.75,17,748.0,0.255,0.35,0,17623.11,36,5.0,Partner,Personal Loan,0,0.0867991563039834,14727,0,1,1,A,1,0.0,2114.7732,2114.7732
28,76610.2,11,520.0,0.28,0.459,0,16012.85,36,21.41,Online,Auto Refi,1,0.580056226890828,13342,0,0,0,A,0,9607.71,1921.542,0.0
48,61534.75,16,621.0,0.59,0.41,1,11586.41,36,20.49,Online,Debt Consolidation,1,0.668389875986333,9426,0,0,0,A,0,6951.846,1390.3691999999999,0.0
46,49988.06,17,674.0,0.421,0.206,0,21322.78,36,5.0,Branch,Debt Consolidation,1,0.1713453342280814,6847,0,0,1,A,0,12793.668,2558.7335999999996,0.0
39,46230.91,11,667.0,0.511,0.636,0,23240.82,60,11.21,Branch,Personal Loan,0,0.3654645119178503,793,0,0,0,A,0,0.0,2788.8984,0.0
37,72989.98,8,600.0,0.522,0.551,0,14673.33,60,18.3,Partner,Auto Refi,0,0.5693484330857131,13989,0,0,0,B,0,0.0,1760.7995999999998,0.0
48,91350.99,5,585.0,0.172,0.234,0,32624.58,36,9.08,Online,Personal Loan,0,0.325701574614139,14096,0,0,0,B,0,0.0,3914.9496,0.0
21,62186.71,16,718.0,0.548,0.54,0,14182.51,60,19.55,Online,Personal Loan,1,0.5702986870321368,16750,1,0,0,A,0,8509.506,1701.9012,0.0
41,67312.89,10,685.0,0.343,0.411,0,11620.09,60,5.0,Online,Personal Loan,0,0.1569673536656857,8892,0,1,1,A,1,0.0,1394.4107999999999,1394.4107999999999
26,76987.35,8,646.0,0.143,0.409,0,15135.14,36,5.0,Online,Personal Loan,0,0.1358916651372881,18941,0,1,1,B,1,0.0,1816.2168,1816.2168
43,76085.59,6,764.0,0.545,0.464,0,8611.91,60,5.0,Online,Auto Refi,0,0.1056326454800165,6828,0,0,1,A,0,0.0,1033.4292,0.0
41,62592.35,4,746.0,0.308,0.371,0,28175.54,60,5.0,Online,Auto Refi,0,0.0919649076756729,3287,0,1,1,A,1,0.0,3381.0648,3381.0648
67,100483.92,0,747.0,0.434,0.48,0,3538.54,36,5.0,Online,Personal Loan,0,0.1008715815603926,14131,0,0,1,B,1,0.0,424.6248,424.6248
27,118239.43,7,669.0,0.384,0.144,1,6162.7,36,7.87,Partner,Personal Loan,0,0.3487947999721113,5846,0,1,0,A,1,0.0,739.524,739.524
69,68193.43,11,744.0,0.285,0.796,0,14503.99,36,5.0,Online,Auto Refi,0,0.1034585532105357,17307,0,1,1,A,1,0.0,1740.4787999999999,1740.4787999999999
45,54782.14,11,675.0,0.231,0.257,0,35189.02,60,5.0,Online,Auto Refi,0,0.1673494257879108,10774,0,1,1,B,1,0.0,4222.6824,4222.6824
65,91547.05,6,752.0,0.428,0.841,0,16944.41,36,5.0,Partner,Personal Loan,0,0.1232823361765911,17546,0,0,1,A,0,0.0,2033.3292,0.0
27,88250.51,0,639.0,0.303,0.553,2,15354.11,36,18.87,Partner,Personal Loan,0,0.5700436409222466,7397,0,0,0,A,0,0.0,1842.4932000000001,0.0
29,81768.26,4,753.0,0.345,0.301,1,5881.15,36,5.0,Online,Auto Refi,0,0.1336446714519971,8059,0,1,1,B,1,0.0,705.7379999999999,705.7379999999999
24,65799.01,6,765.0,0.288,0.218,0,30799.51,60,5.0,Online,Debt Consolidation,0,0.0707290477843046,4858,0,1,1,A,1,0.0,3695.9411999999998,3695.9411999999998
58,41928.9,19,641.0,0.067,0.213,0,10580.69,36,5.0,Online,Personal Loan,1,0.1341377123856894,5633,0,1,1,B,1,6348.414,1269.6828,-5078.7312
25,72693.18,21,491.0,0.282,0.823,0,6032.62,36,25.0,Branch,Auto Refi,0,0.8821461798871398,19207,0,0,0,A,0,0.0,723.9144,0.0
29,54096.46,11,779.0,0.233,0.302,1,12405.97,36,5.0,Online,Auto Refi,0,0.1034402484922317,13085,0,1,1,A,1,0.0,1488.7163999999998,1488.7163999999998
62,68704.98,12,702.0,0.299,0.543,1,14541.9,60,7.12,Branch,Debt Consolidation,0,0.2380399570384624,19125,0,1,0,B,0,0.0,1745.0279999999998,0.0
33,50709.39,14,665.0,0.31,0.406,1,21488.42,60,9.5,Online,Auto Refi,0,0.3139174914595992,14487,0,1,0,B,0,0.0,2578.6103999999996,0.0
23,61614.82,21,690.0,0.414,0.788,0,17130.24,60,22.8,Partner,Personal Loan,0,0.6950024836800326,7517,1,0,0,A,0,0.0,2055.6288,0.0
65,71868.78,11,736.0,0.393,0.52,0,22877.58,60,5.0,Online,Personal Loan,0,0.1051056867348481,19155,0,1,1,B,1,0.0,2745.3096,2745.3096
61,53986.31,22,655.0,0.233,0.841,0,10282.01,60,9.31,Online,Debt Consolidation,1,0.3379556640435583,3401,0,1,0,B,0,6169.206,1233.8412,0.0
29,54539.26,18,760.0,0.304,0.613,0,8301.31,36,5.0,Branch,Personal Loan,0,0.0844889253713999,1474,0,1,1,A,1,0.0,996.1571999999999,996.1571999999999
32,74709.16,20,667.0,0.121,0.307,0,15559.24,60,5.0,Online,Personal Loan,0,0.1275440834834733,7915,0,1,1,A,1,0.0,1867.1088,1867.1088
48,83713.55,3,733.0,0.205,0.698,0,10795.61,36,5.0,Partner,Personal Loan,0,0.1063081234079568,5132,0,1,1,A,1,0.0,1295.4732000000001,1295.4732000000001
23,24862.15,7,711.0,0.29,0.452,1,12292.01,60,5.4,Online,Auto Refi,0,0.177466362243806,16981,0,1,1,B,1,0.0,1475.0412,1475.0412
37,44287.46,4,803.0,0.25,0.268,0,21880.79,36,5.0,Partner,Auto Refi,0,0.0690389739684213,18970,0,1,1,B,1,0.0,2625.6948,2625.6948
35,69430.09,12,613.0,0.408,0.571,0,2998.11,60,14.48,Branch,Debt Consolidation,1,0.4147411944471422,3801,0,0,0,B,0,1798.866,359.7732,0.0
47,56301.71,13,621.0,0.632,0.425,0,18030.6,36,16.73,Online,Personal Loan,0,0.5592809225778365,16084,0,0,0,B,0,0.0,2163.6719999999996,0.0
46,59163.01,21,731.0,0.394,0.253,0,14071.22,36,5.0,Branch,Personal Loan,0,0.1065138726422306,7315,0,1,1,A,1,0.0,1688.5464,1688.5464
36,48441.12,20,705.0,0.354,0.158,1,12439.35,36,17.22,Branch,Personal Loan,1,0.5285567571422012,13728,1,0,0,B,0,7463.61,1492.722,0.0
44,49311.13,16,587.0,0.368,0.264,1,2000.0,60,18.02,Online,Auto Refi,0,0.4888784530062556,1665,0,0,0,A,0,0.0,240.0,0.0
27,89895.25,14,669.0,0.205,0.347,0,14445.09,36,5.0,Online,Personal Loan,0,0.1441393110872812,9693,0,1,1,B,1,0.0,1733.4107999999999,1733.4107999999999
67,53339.77,16,636.0,0.151,0.541,1,2000.0,36,25.0,Online,Auto Refi,1,0.7055218236513712,135,1,0,0,A,0,1200.0,240.0,0.0
33,49135.11,0,706.0,0.273,0.147,0,5226.39,36,5.0,Online,Personal Loan,1,0.1541179720988967,18253,0,1,1,A,1,3135.8340000000003,627.1668,-2508.6672000000003
40,54678.71,0,791.0,0.533,0.366,1,4622.16,60,5.0,Online,Auto Refi,0,0.1291332395546316,7485,0,0,1,A,0,0.0,554.6591999999999,0.0
38,69349.4,18,725.0,0.479,0.057,1,13835.6,36,5.0,Online,Auto Refi,0,0.1490732761527614,1912,0,0,1,B,1,0.0,1660.272,1660.272
28,49933.08,8,730.0,0.364,0.282,0,19195.48,36,5.0,Online,Debt Consolidation,1,0.1122313548850616,14872,0,1,1,A,1,11517.287999999999,2303.4575999999997,-9213.830399999999
66,61881.94,3,612.0,0.257,0.725,0,2000.0,36,13.19,Online,Personal Loan,1,0.3593739158868667,5169,0,0,0,A,0,1200.0,240.0,0.0
25,43919.03,9,629.0,0.554,0.681,0,14876.97,36,17.04,Online,Personal Loan,0,0.5212932452086914,818,0,0,0,B,0,0.0,1785.2363999999998,0.0
37,78028.47,20,720.0,0.218,0.508,1,21357.58,36,5.0,Online,Personal Loan,0,0.1562160596620669,15419,0,1,1,A,1,0.0,2562.9096,2562.9096
26,56691.33,1,772.0,0.362,0.382,0,14653.75,60,5.0,Branch,Personal Loan,0,0.0689763284241623,15798,0,1,1,B,1,0.0,1758.45,1758.45
55,81283.41,23,678.0,0.116,0.437,0,7944.12,60,5.0,Online,Debt Consolidation,1,0.1414985491843371,9603,0,1,1,B,1,4766.472,953.2944,-3813.1776
64,70998.91,13,624.0,0.167,0.346,0,13814.05,36,6.4,Partner,Personal Loan,1,0.2161999162544687,5768,0,0,0,A,0,8288.429999999998,1657.686,0.0
35,100379.26,10,599.0,0.335,0.591,1,15215.13,60,19.75,Online,Personal Loan,1,0.5997996273345766,3161,0,0,0,A,0,9129.078,1825.8156,0.0
50,72256.58,13,724.0,0.076,0.374,0,18105.72,36,5.0,Online,Auto Refi,0,0.1277177771382507,18421,0,1,1,B,1,0.0,2172.6864,2172.6864
54,97272.66,22,726.0,0.094,0.383,0,13124.33,36,5.0,Partner,Personal Loan,0,0.1150509208285833,15104,0,1,1,A,1,0.0,1574.9196,1574.9196
43,66937.1,2,689.0,0.229,0.462,0,2000.0,36,5.0,Online,Debt Consolidation,0,0.148500326975063,17757,0,1,1,B,1,0.0,240.0,240.0
68,47391.54,10,531.0,0.401,0.298,0,23020.59,36,20.81,Online,Auto Refi,0,0.5754340230288996,14280,0,0,0,B,0,0.0,2762.4708,0.0
40,63367.12,12,591.0,0.549,0.514,0,19862.84,60,19.55,Branch,Personal Loan,0,0.6366489020800701,18115,0,0,0,B,0,0.0,2383.5407999999998,0.0
64,63084.01,19,800.0,0.305,0.73,1,11663.69,36,5.0,Branch,Auto Refi,0,0.0981128395581545,3421,0,1,1,A,1,0.0,1399.6428,1399.6428
42,21659.52,20,685.0,0.217,0.688,0,6012.08,60,5.0,Online,Personal Loan,0,0.1419059952101578,5828,0,1,1,B,1,0.0,721.4495999999999,721.4495999999999
42,55505.54,18,602.0,0.453,0.385,1,10781.8,36,19.5,Online,Debt Consolidation,1,0.5582633458742252,19898,0,0,0,A,0,6469.079999999999,1293.8159999999998,0.0
47,67800.14,6,694.0,0.493,0.553,0,20543.4,36,7.33,Online,Personal Loan,0,0.2533501135120309,14242,0,0,0,A,0,0.0,2465.208,0.0
63,66861.15,13,702.0,0.19,0.58,1,15330.84,60,5.7,Partner,Debt Consolidation,1,0.191623708562045,5558,0,1,0,A,1,9198.503999999999,1839.7007999999998,-7358.803199999999
59,82765.55,2,636.0,0.502,0.502,0,12977.84,36,13.05,Branch,Personal Loan,0,0.4348117974879422,8681,0,0,0,A,0,0.0,1557.3408,0.0
69,74304.51,3,699.0,0.234,0.829,0,4602.95,36,5.25,Branch,Debt Consolidation,0,0.2286221608518744,899,0,1,0,B,0,0.0,552.3539999999999,0.0
34,84680.15,13,635.0,0.166,0.404,1,17028.39,36,9.8,Branch,Debt Consolidation,1,0.3257460904269976,8788,0,0,0,A,0,10217.034,2043.4067999999997,0.0
47,61966.97,21,746.0,0.418,0.38,0,2000.0,36,5.0,Online,Auto Refi,0,0.1023674490406497,5183,0,0,1,B,1,0.0,240.0,240.0
